Month,Retailer,StoreType,State,Region,Category,TY AUR,Units
2018 Apr,DICKS SPORTING GOODS,B&M,KS,NORTH CENTRAL,SLEEPING BAG,67.40 ,10 
2018 Apr,DICKS SPORTING GOODS,B&M,KS,NORTH CENTRAL,TENT,159.20 ,2 
2018 Apr,DICKS SPORTING GOODS,B&M,KY,SOUTHEAST,DAYPACK,55.03 ,10 
2018 Apr,DICKS SPORTING GOODS,B&M,KY,SOUTHEAST,JACKET/VEST,62.98 ,32 
2018 Apr,DICKS SPORTING GOODS,B&M,KY,SOUTHEAST,PANT/CAPRI,62.54 ,130 
2018 Apr,DICKS SPORTING GOODS,B&M,KY,SOUTHEAST,SLEEPING BAG,67.07 ,36 
2018 Apr,DICKS SPORTING GOODS,B&M,KY,SOUTHEAST,TENT,172.33 ,6 
2018 Apr,DICKS SPORTING GOODS,B&M,LA,SOUTH CENTRAL,DAYPACK,77.83 ,6 
2018 Apr,DICKS SPORTING GOODS,B&M,LA,SOUTH CENTRAL,JACKET/VEST,65.00 ,6 
2018 Apr,DICKS SPORTING GOODS,B&M,LA,SOUTH CENTRAL,PANT/CAPRI,61.19 ,36 
2018 Apr,DICKS SPORTING GOODS,B&M,LA,SOUTH CENTRAL,SLEEPING BAG,58.63 ,22 
2018 Apr,DICKS SPORTING GOODS,B&M,LA,SOUTH CENTRAL,TENT,172.33 ,6 
2018 Apr,DICKS SPORTING GOODS,B&M,MA,NORTHEAST,DAYPACK,61.31 ,34 
2018 Apr,DICKS SPORTING GOODS,B&M,MA,NORTHEAST,JACKET/VEST,64.95 ,86 
2018 Apr,DICKS SPORTING GOODS,B&M,MA,NORTHEAST,PANT/CAPRI,59.93 ,264 
2018 Apr,DICKS SPORTING GOODS,B&M,MA,NORTHEAST,SLEEPING BAG,72.84 ,20 
2018 Apr,DICKS SPORTING GOODS,B&M,MA,NORTHEAST,TENT,212.08 ,10 
2018 Apr,DICKS SPORTING GOODS,B&M,MD,MIDATLANTIC,DAYPACK,80.90 ,46 
2018 Apr,DICKS SPORTING GOODS,B&M,MD,MIDATLANTIC,JACKET/VEST,63.98 ,40 
2018 Apr,DICKS SPORTING GOODS,B&M,MD,MIDATLANTIC,PANT/CAPRI,63.68 ,218 
2018 Apr,DICKS SPORTING GOODS,B&M,MD,MIDATLANTIC,SLEEPING BAG,74.69 ,62 
2018 Apr,DICKS SPORTING GOODS,B&M,MD,MIDATLANTIC,TENT,183.22 ,22 
2018 Apr,DICKS SPORTING GOODS,B&M,ME,NORTHEAST,DAYPACK,71.68 ,12 
2018 Apr,DICKS SPORTING GOODS,B&M,ME,NORTHEAST,JACKET/VEST,67.83 ,14 
2018 Apr,DICKS SPORTING GOODS,B&M,ME,NORTHEAST,PANT/CAPRI,64.89 ,50 
2018 Apr,DICKS SPORTING GOODS,B&M,ME,NORTHEAST,SLEEPING BAG,73.44 ,10 
2018 Apr,DICKS SPORTING GOODS,B&M,ME,NORTHEAST,TENT,,0 
2018 Apr,DICKS SPORTING GOODS,B&M,MI,NORTH CENTRAL,DAYPACK,60.18 ,62 
2018 Apr,DICKS SPORTING GOODS,B&M,MI,NORTH CENTRAL,JACKET/VEST,67.31 ,46 
2018 Apr,DICKS SPORTING GOODS,B&M,MI,NORTH CENTRAL,PANT/CAPRI,60.71 ,240 
2018 Apr,DICKS SPORTING GOODS,B&M,MI,NORTH CENTRAL,SLEEPING BAG,71.16 ,60 
2018 Apr,DICKS SPORTING GOODS,B&M,MI,NORTH CENTRAL,TENT,184.00 ,8 
2018 Apr,DICKS SPORTING GOODS,B&M,MN,NORTH CENTRAL,DAYPACK,80.32 ,22 
2018 Apr,DICKS SPORTING GOODS,B&M,MN,NORTH CENTRAL,JACKET/VEST,54.74 ,58 
2018 Apr,DICKS SPORTING GOODS,B&M,MN,NORTH CENTRAL,PANT/CAPRI,60.56 ,196 
2018 Apr,DICKS SPORTING GOODS,B&M,MN,NORTH CENTRAL,SLEEPING BAG,64.80 ,34 
2018 Apr,DICKS SPORTING GOODS,B&M,MN,NORTH CENTRAL,TENT,252.33 ,12 
2018 Apr,DICKS SPORTING GOODS,B&M,MO,NORTH CENTRAL,DAYPACK,65.68 ,12 
2018 Apr,DICKS SPORTING GOODS,B&M,MO,NORTH CENTRAL,JACKET/VEST,49.10 ,10 
2018 Apr,DICKS SPORTING GOODS,B&M,MO,NORTH CENTRAL,PANT/CAPRI,63.73 ,130 
2018 Apr,DICKS SPORTING GOODS,B&M,MO,NORTH CENTRAL,SLEEPING BAG,66.10 ,22 
2018 Apr,DICKS SPORTING GOODS,B&M,MO,NORTH CENTRAL,TENT,180.23 ,4 
2018 Apr,DICKS SPORTING GOODS,B&M,MS,SOUTHEAST,DAYPACK,74.40 ,6 
2018 Apr,DICKS SPORTING GOODS,B&M,MS,SOUTHEAST,JACKET/VEST,,0 
2018 Apr,DICKS SPORTING GOODS,B&M,MS,SOUTHEAST,PANT/CAPRI,65.53 ,20 
2018 Apr,DICKS SPORTING GOODS,B&M,MS,SOUTHEAST,SLEEPING BAG,69.00 ,2 
2018 Apr,DICKS SPORTING GOODS,B&M,MS,SOUTHEAST,TENT,149.00 ,4 
2018 Apr,DICKS SPORTING GOODS,B&M,NC,SOUTHEAST,DAYPACK,61.34 ,132 
2018 Apr,DICKS SPORTING GOODS,B&M,NC,SOUTHEAST,JACKET/VEST,73.52 ,32 
2018 Apr,DICKS SPORTING GOODS,B&M,NC,SOUTHEAST,PANT/CAPRI,59.54 ,200 
2018 Apr,DICKS SPORTING GOODS,B&M,NC,SOUTHEAST,SLEEPING BAG,70.47 ,80 
2018 Apr,DICKS SPORTING GOODS,B&M,NC,SOUTHEAST,TENT,239.01 ,20 
2018 Apr,DICKS SPORTING GOODS,B&M,ND,NORTH CENTRAL,DAYPACK,,0 
2018 Apr,DICKS SPORTING GOODS,B&M,ND,NORTH CENTRAL,JACKET/VEST,63.48 ,8 
2018 Apr,DICKS SPORTING GOODS,B&M,ND,NORTH CENTRAL,PANT/CAPRI,70.00 ,2 
2018 Apr,DICKS SPORTING GOODS,B&M,ND,NORTH CENTRAL,SLEEPING BAG,59.00 ,4 
2018 Apr,DICKS SPORTING GOODS,B&M,ND,NORTH CENTRAL,TENT,,0 
2018 Apr,DICKS SPORTING GOODS,B&M,NE,NORTH CENTRAL,DAYPACK,74.86 ,18 
2018 Apr,DICKS SPORTING GOODS,B&M,NE,NORTH CENTRAL,JACKET/VEST,75.43 ,20 
2018 Apr,DICKS SPORTING GOODS,B&M,NE,NORTH CENTRAL,PANT/CAPRI,60.56 ,42 
2018 Apr,DICKS SPORTING GOODS,B&M,NE,NORTH CENTRAL,SLEEPING BAG,,0 
2018 Apr,DICKS SPORTING GOODS,B&M,NE,NORTH CENTRAL,TENT,139.00 ,2 
2018 Apr,DICKS SPORTING GOODS,B&M,NH,NORTHEAST,DAYPACK,82.00 ,10 
2018 Apr,DICKS SPORTING GOODS,B&M,NH,NORTHEAST,JACKET/VEST,36.32 ,20 
2018 Apr,DICKS SPORTING GOODS,B&M,NH,NORTHEAST,PANT/CAPRI,65.62 ,90 
2018 Apr,DICKS SPORTING GOODS,B&M,NH,NORTHEAST,SLEEPING BAG,65.95 ,16 
2018 Apr,DICKS SPORTING GOODS,B&M,NH,NORTHEAST,TENT,,0 
2018 Apr,DICKS SPORTING GOODS,B&M,NJ,MIDATLANTIC,DAYPACK,67.69 ,72 
2018 Apr,DICKS SPORTING GOODS,B&M,NJ,MIDATLANTIC,JACKET/VEST,62.64 ,42 
2018 Apr,DICKS SPORTING GOODS,B&M,NJ,MIDATLANTIC,PANT/CAPRI,62.75 ,232 
2018 Apr,DICKS SPORTING GOODS,B&M,NJ,MIDATLANTIC,SLEEPING BAG,71.23 ,82 
2018 Apr,DICKS SPORTING GOODS,B&M,NJ,MIDATLANTIC,TENT,199.00 ,8 
2018 Apr,DICKS SPORTING GOODS,B&M,NM,WEST,DAYPACK,,0 
2018 Apr,DICKS SPORTING GOODS,B&M,NM,WEST,JACKET/VEST,99.97 ,(2)
2018 Apr,DICKS SPORTING GOODS,B&M,NM,WEST,PANT/CAPRI,55.57 ,40 
2018 Apr,DICKS SPORTING GOODS,B&M,NM,WEST,SLEEPING BAG,83.29 ,14 
2018 Apr,DICKS SPORTING GOODS,B&M,NM,WEST,TENT,,0 
2018 Apr,DICKS SPORTING GOODS,B&M,NV,WEST,DAYPACK,76.37 ,4 
2018 Apr,DICKS SPORTING GOODS,B&M,NV,WEST,JACKET/VEST,57.33 ,6 
2018 Apr,DICKS SPORTING GOODS,B&M,NV,WEST,PANT/CAPRI,67.86 ,48 
2018 Apr,DICKS SPORTING GOODS,B&M,NV,WEST,SLEEPING BAG,75.98 ,10 
2018 Apr,DICKS SPORTING GOODS,B&M,NV,WEST,TENT,159.00 ,2 
2018 Apr,DICKS SPORTING GOODS,B&M,NY,NORTHEAST,DAYPACK,70.80 ,152 
2018 Apr,DICKS SPORTING GOODS,B&M,NY,NORTHEAST,JACKET/VEST,67.74 ,144 
2018 Apr,DICKS SPORTING GOODS,B&M,NY,NORTHEAST,PANT/CAPRI,60.57 ,620 
2018 Apr,DICKS SPORTING GOODS,B&M,NY,NORTHEAST,SLEEPING BAG,66.57 ,142 
2018 Apr,DICKS SPORTING GOODS,B&M,NY,NORTHEAST,TENT,192.03 ,20 
2018 Apr,DICKS SPORTING GOODS,B&M,NY,OTHER,DAYPACK,,0 
2018 Apr,DICKS SPORTING GOODS,B&M,NY,OTHER,JACKET/VEST,,0 
2018 Apr,DICKS SPORTING GOODS,B&M,NY,OTHER,PANT/CAPRI,,0 
2018 Apr,DICKS SPORTING GOODS,B&M,NY,OTHER,SLEEPING BAG,,0 
2018 Apr,DICKS SPORTING GOODS,B&M,NY,OTHER,TENT,,0 
2018 Apr,DICKS SPORTING GOODS,B&M,OH,NORTH CENTRAL,DAYPACK,77.72 ,60 
2018 Apr,DICKS SPORTING GOODS,B&M,OH,NORTH CENTRAL,JACKET/VEST,64.25 ,138 
2018 Apr,DICKS SPORTING GOODS,B&M,OH,NORTH CENTRAL,PANT/CAPRI,62.16 ,392 
2018 Apr,DICKS SPORTING GOODS,B&M,OH,NORTH CENTRAL,SLEEPING BAG,67.92 ,134 
2018 Apr,DICKS SPORTING GOODS,B&M,OH,NORTH CENTRAL,TENT,166.33 ,18 
2018 Apr,DICKS SPORTING GOODS,B&M,OK,SOUTH CENTRAL,DAYPACK,77.80 ,10 
2018 Apr,DICKS SPORTING GOODS,B&M,OK,SOUTH CENTRAL,JACKET/VEST,57.98 ,4 
2018 Apr,DICKS SPORTING GOODS,B&M,OK,SOUTH CENTRAL,PANT/CAPRI,66.93 ,48 
2018 Apr,DICKS SPORTING GOODS,B&M,OK,SOUTH CENTRAL,SLEEPING BAG,69.38 ,16 
2018 Apr,DICKS SPORTING GOODS,B&M,OK,SOUTH CENTRAL,TENT,199.00 ,2 
2018 Apr,DICKS SPORTING GOODS,B&M,OR,NORTHWEST,DAYPACK,75.18 ,22 
2018 Apr,DICKS SPORTING GOODS,B&M,OR,NORTHWEST,JACKET/VEST,59.77 ,20 
2018 Apr,DICKS SPORTING GOODS,B&M,OR,NORTHWEST,PANT/CAPRI,56.70 ,96 
2018 Apr,DICKS SPORTING GOODS,B&M,OR,NORTHWEST,SLEEPING BAG,78.96 ,56 
2018 Apr,DICKS SPORTING GOODS,B&M,OR,NORTHWEST,TENT,229.00 ,4 
2018 Apr,DICKS SPORTING GOODS,B&M,PA,MIDATLANTIC,DAYPACK,81.62 ,84 
2018 Apr,DICKS SPORTING GOODS,B&M,PA,MIDATLANTIC,JACKET/VEST,53.06 ,36 
2018 Apr,DICKS SPORTING GOODS,B&M,PA,MIDATLANTIC,PANT/CAPRI,62.12 ,362 
2018 Apr,DICKS SPORTING GOODS,B&M,PA,MIDATLANTIC,SLEEPING BAG,68.33 ,132 
2018 Apr,DICKS SPORTING GOODS,B&M,PA,MIDATLANTIC,TENT,207.85 ,22 
2018 Apr,DICKS SPORTING GOODS,B&M,PA,OTHER,DAYPACK,,0 
2018 Apr,DICKS SPORTING GOODS,B&M,PA,OTHER,JACKET/VEST,,0 
2018 Apr,DICKS SPORTING GOODS,B&M,PA,OTHER,PANT/CAPRI,,0 
2018 Apr,DICKS SPORTING GOODS,B&M,PA,OTHER,SLEEPING BAG,,0 
2018 Apr,DICKS SPORTING GOODS,B&M,PA,OTHER,TENT,,0 
2018 Apr,DICKS SPORTING GOODS,B&M,RI,NORTHEAST,DAYPACK,87.00 ,4 
2018 Apr,DICKS SPORTING GOODS,B&M,RI,NORTHEAST,JACKET/VEST,90.00 ,(2)
2018 Apr,DICKS SPORTING GOODS,B&M,RI,NORTHEAST,PANT/CAPRI,67.22 ,18 
2018 Apr,DICKS SPORTING GOODS,B&M,RI,NORTHEAST,SLEEPING BAG,85.50 ,8 
2018 Apr,DICKS SPORTING GOODS,B&M,RI,NORTHEAST,TENT,,0 
2018 Apr,DICKS SPORTING GOODS,B&M,SC,SOUTHEAST,DAYPACK,89.00 ,2 
2018 Apr,DICKS SPORTING GOODS,B&M,SC,SOUTHEAST,JACKET/VEST,,0 
2018 Apr,DICKS SPORTING GOODS,B&M,SC,SOUTHEAST,PANT/CAPRI,62.26 ,60 
2018 Apr,DICKS SPORTING GOODS,B&M,SC,SOUTHEAST,SLEEPING BAG,79.84 ,20 
2018 Apr,DICKS SPORTING GOODS,B&M,SC,SOUTHEAST,TENT,189.00 ,8 
2018 Apr,DICKS SPORTING GOODS,B&M,SD,NORTH CENTRAL,DAYPACK,,0 
2018 Apr,DICKS SPORTING GOODS,B&M,SD,NORTH CENTRAL,JACKET/VEST,,0 
2018 Apr,DICKS SPORTING GOODS,B&M,SD,NORTH CENTRAL,PANT/CAPRI,67.04 ,10 
2018 Apr,DICKS SPORTING GOODS,B&M,TN,SOUTHEAST,DAYPACK,93.43 ,26 
2018 Apr,DICKS SPORTING GOODS,B&M,TN,SOUTHEAST,JACKET/VEST,65.00 ,10 
2018 Apr,DICKS SPORTING GOODS,B&M,TN,SOUTHEAST,PANT/CAPRI,59.48 ,96 
2018 Apr,DICKS SPORTING GOODS,B&M,TN,SOUTHEAST,SLEEPING BAG,72.63 ,32 
2018 Apr,DICKS SPORTING GOODS,B&M,TN,SOUTHEAST,TENT,185.00 ,20 
2018 Apr,DICKS SPORTING GOODS,B&M,TX,SOUTH CENTRAL,DAYPACK,70.83 ,90 
2018 Apr,DICKS SPORTING GOODS,B&M,TX,SOUTH CENTRAL,JACKET/VEST,306.82 ,(2)
2018 Apr,DICKS SPORTING GOODS,B&M,TX,SOUTH CENTRAL,PANT/CAPRI,56.81 ,256 
2018 Apr,DICKS SPORTING GOODS,B&M,TX,SOUTH CENTRAL,SLEEPING BAG,71.46 ,108 
2018 Apr,DICKS SPORTING GOODS,B&M,TX,SOUTH CENTRAL,TENT,195.71 ,26 
2018 Apr,DICKS SPORTING GOODS,B&M,UT,WEST,DAYPACK,69.94 ,8 
2018 Apr,DICKS SPORTING GOODS,B&M,UT,WEST,JACKET/VEST,120.00 ,(4)
2018 Apr,DICKS SPORTING GOODS,B&M,UT,WEST,PANT/CAPRI,66.50 ,24 
2018 Apr,DICKS SPORTING GOODS,B&M,UT,WEST,SLEEPING BAG,70.22 ,20 
2018 Apr,DICKS SPORTING GOODS,B&M,UT,WEST,TENT,,0 
2018 Apr,DICKS SPORTING GOODS,B&M,VA,MIDATLANTIC,DAYPACK,73.65 ,56 
2018 Apr,DICKS SPORTING GOODS,B&M,VA,MIDATLANTIC,JACKET/VEST,51.12 ,28 
2018 Apr,DICKS SPORTING GOODS,B&M,VA,MIDATLANTIC,PANT/CAPRI,61.60 ,306 
2018 Apr,DICKS SPORTING GOODS,B&M,VA,MIDATLANTIC,SLEEPING BAG,71.59 ,160 
2018 Apr,DICKS SPORTING GOODS,B&M,VA,MIDATLANTIC,TENT,196.64 ,32 
2018 Apr,DICKS SPORTING GOODS,B&M,VT,NORTHEAST,DAYPACK,,0 
2018 Apr,DICKS SPORTING GOODS,B&M,VT,NORTHEAST,JACKET/VEST,,0 
2018 Apr,DICKS SPORTING GOODS,B&M,VT,NORTHEAST,PANT/CAPRI,64.19 ,30 
2018 Apr,DICKS SPORTING GOODS,B&M,VT,NORTHEAST,SLEEPING BAG,89.00 ,4 
2018 Apr,DICKS SPORTING GOODS,B&M,VT,NORTHEAST,TENT,,0 
2018 Apr,DICKS SPORTING GOODS,B&M,WA,NORTHWEST,DAYPACK,76.14 ,14 
2018 Apr,DICKS SPORTING GOODS,B&M,WA,NORTHWEST,JACKET/VEST,70.10 ,26 
2018 Apr,DICKS SPORTING GOODS,B&M,WA,NORTHWEST,PANT/CAPRI,61.10 ,164 
2018 Apr,DICKS SPORTING GOODS,B&M,WA,NORTHWEST,SLEEPING BAG,75.47 ,40 
2018 Apr,DICKS SPORTING GOODS,B&M,WA,NORTHWEST,TENT,129.10 ,4 
2018 Apr,DICKS SPORTING GOODS,B&M,WI,NORTH CENTRAL,DAYPACK,79.36 ,18 
2018 Apr,DICKS SPORTING GOODS,B&M,WI,NORTH CENTRAL,JACKET/VEST,67.87 ,8 
2018 Apr,DICKS SPORTING GOODS,B&M,WI,NORTH CENTRAL,PANT/CAPRI,62.45 ,68 
2018 Apr,DICKS SPORTING GOODS,B&M,WI,NORTH CENTRAL,SLEEPING BAG,71.10 ,18 
2018 Apr,DICKS SPORTING GOODS,B&M,WI,NORTH CENTRAL,TENT,162.23 ,10 
2018 Apr,DICKS SPORTING GOODS,B&M,WV,MIDATLANTIC,DAYPACK,76.41 ,6 
2018 Apr,DICKS SPORTING GOODS,B&M,WV,MIDATLANTIC,JACKET/VEST,,0 
2018 Apr,DICKS SPORTING GOODS,B&M,WV,MIDATLANTIC,PANT/CAPRI,63.62 ,52 
2018 Apr,DICKS SPORTING GOODS,B&M,WV,MIDATLANTIC,SLEEPING BAG,81.55 ,18 
2018 Apr,DICKS SPORTING GOODS,B&M,WV,MIDATLANTIC,TENT,279.00 ,4 
2018 Apr,DICKS SPORTING GOODS,B&M,WY,NORTHWEST,DAYPACK,,0 
2018 Apr,DICKS SPORTING GOODS,B&M,WY,NORTHWEST,PANT/CAPRI,68.33 ,6 
2018 Apr,DICKS SPORTING GOODS,B&M,WY,NORTHWEST,SLEEPING BAG,79.00 ,4 
2018 Apr,DICKS SPORTING GOODS,B&M,WY,NORTHWEST,TENT,,0 
2018 Apr,DICKS SPORTING GOODS,ECOMMERCE,KY,OTHER,DAYPACK,78.81 ,304 
2018 Apr,DICKS SPORTING GOODS,ECOMMERCE,KY,OTHER,JACKET/VEST,69.04 ,"1,190 "
2018 Apr,DICKS SPORTING GOODS,ECOMMERCE,KY,OTHER,PANT/CAPRI,58.28 ,492 
2018 Apr,DICKS SPORTING GOODS,ECOMMERCE,KY,OTHER,SLEEPING BAG,86.30 ,92 
2018 Apr,DICKS SPORTING GOODS,ECOMMERCE,KY,OTHER,TENT,282.27 ,20 
2018 Apr,DICKS SPORTING GOODS,OUTLET,MI,NORTH CENTRAL,JACKET/VEST,61.23 ,8 
2018 Apr,DICKS SPORTING GOODS,OUTLET,MI,NORTH CENTRAL,PANT/CAPRI,28.07 ,20 
2018 Apr,DICKS SPORTING GOODS,OUTLET,PA,MIDATLANTIC,DAYPACK,,0 
2018 Apr,DICKS SPORTING GOODS,OUTLET,PA,MIDATLANTIC,JACKET/VEST,,0 
2018 Apr,DICKS SPORTING GOODS,OUTLET,PA,MIDATLANTIC,PANT/CAPRI,,0 
2018 Apr,DILLARDS,B&M,AL,SOUTHEAST,DAYPACK,98.79 ,6 
2018 Apr,DILLARDS,B&M,AL,SOUTHEAST,JACKET/VEST,40.45 ,22 
2018 Apr,DILLARDS,B&M,AL,SOUTHEAST,PANT/CAPRI,42.99 ,102 
2018 Apr,DILLARDS,B&M,AL,SOUTHEAST,TENT,,0 
2018 Apr,DILLARDS,B&M,AR,OTHER,DAYPACK,,0 
2018 Apr,DILLARDS,B&M,AR,OTHER,PANT/CAPRI,,0 
2018 Apr,DILLARDS,B&M,AR,SOUTH CENTRAL,DAYPACK,70.21 ,18 
2018 Apr,DILLARDS,B&M,AR,SOUTH CENTRAL,JACKET/VEST,44.54 ,28 
2018 Apr,DILLARDS,B&M,AR,SOUTH CENTRAL,PANT/CAPRI,42.53 ,100 
2018 Apr,DILLARDS,B&M,AR,SOUTH CENTRAL,TENT,,0 
2018 Apr,DILLARDS,B&M,AZ,OTHER,DAYPACK,,0 
2018 Apr,DILLARDS,B&M,AZ,OTHER,PANT/CAPRI,,0 
2018 Apr,DILLARDS,B&M,AZ,WEST,DAYPACK,55.17 ,18 
2018 Apr,DILLARDS,B&M,AZ,WEST,JACKET/VEST,55.49 ,44 
2018 Apr,DILLARDS,B&M,AZ,WEST,PANT/CAPRI,53.32 ,272 
2018 Apr,DILLARDS,B&M,AZ,WEST,TENT,,0 
2018 Apr,DILLARDS,B&M,CA,WEST,DAYPACK,,0 
2018 Apr,DILLARDS,B&M,CA,WEST,JACKET/VEST,65.00 ,2 
2018 Apr,DILLARDS,B&M,CA,WEST,PANT/CAPRI,72.00 ,10 
2018 Apr,DILLARDS,B&M,CA,WEST,TENT,,0 
2018 Apr,DILLARDS,B&M,CO,WEST,DAYPACK,46.75 ,16 
2018 Apr,DILLARDS,B&M,CO,WEST,JACKET/VEST,59.68 ,48 
2018 Apr,DILLARDS,B&M,CO,WEST,PANT/CAPRI,48.19 ,274 
2018 Apr,DILLARDS,B&M,CO,WEST,TENT,,0 
2018 Apr,DILLARDS,B&M,FL,SOUTHEAST,DAYPACK,33.64 ,30 
2018 Apr,DILLARDS,B&M,FL,SOUTHEAST,JACKET/VEST,59.91 ,14 
2018 Apr,DILLARDS,B&M,FL,SOUTHEAST,PANT/CAPRI,54.57 ,178 
2018 Apr,DILLARDS,B&M,FL,SOUTHEAST,TENT,,0 
2018 Apr,DILLARDS,B&M,GA,OTHER,DAYPACK,,0 
2018 Apr,DILLARDS,B&M,GA,OTHER,PANT/CAPRI,,0 
2018 Apr,DILLARDS,B&M,GA,SOUTHEAST,DAYPACK,40.48 ,22 
2018 Apr,DILLARDS,B&M,GA,SOUTHEAST,JACKET/VEST,50.61 ,30 
2018 Apr,DILLARDS,B&M,GA,SOUTHEAST,PANT/CAPRI,40.03 ,220 
2018 Apr,DILLARDS,B&M,GA,SOUTHEAST,TENT,,0 
2018 Apr,DILLARDS,B&M,IA,NORTH CENTRAL,DAYPACK,33.08 ,4 
2018 Apr,DILLARDS,B&M,IA,NORTH CENTRAL,JACKET/VEST,42.00 ,6 
2018 Apr,DILLARDS,B&M,IA,NORTH CENTRAL,PANT/CAPRI,45.10 ,34 
2018 Apr,DILLARDS,B&M,IA,NORTH CENTRAL,TENT,249.95 ,2 
2018 Apr,DILLARDS,B&M,ID,NORTHWEST,DAYPACK,(79.00),2 
2018 Apr,DILLARDS,B&M,ID,NORTHWEST,JACKET/VEST,65.00 ,16 
2018 Apr,DILLARDS,B&M,ID,NORTHWEST,PANT/CAPRI,57.07 ,92 
2018 Apr,DILLARDS,B&M,ID,NORTHWEST,TENT,,0 
2018 Apr,DILLARDS,B&M,IL,NORTH CENTRAL,DAYPACK,15.75 ,2 
2018 Apr,DILLARDS,B&M,IL,NORTH CENTRAL,JACKET/VEST,65.00 ,6 
2018 Apr,DILLARDS,B&M,IL,NORTH CENTRAL,PANT/CAPRI,41.15 ,50 
2018 Apr,DILLARDS,B&M,IL,NORTH CENTRAL,TENT,,0 
2018 Apr,DILLARDS,B&M,IN,NORTH CENTRAL,DAYPACK,35.00 ,4 
2018 Apr,DILLARDS,B&M,IN,NORTH CENTRAL,JACKET/VEST,54.80 ,10 
2018 Apr,DILLARDS,B&M,IN,NORTH CENTRAL,PANT/CAPRI,41.90 ,58 
2018 Apr,DILLARDS,B&M,IN,NORTH CENTRAL,TENT,,0 
2018 Apr,DILLARDS,B&M,KS,NORTH CENTRAL,DAYPACK,41.69 ,24 
2018 Apr,DILLARDS,B&M,KS,NORTH CENTRAL,JACKET/VEST,62.01 ,14 
2018 Apr,DILLARDS,B&M,KS,NORTH CENTRAL,PANT/CAPRI,47.41 ,140 
2018 Apr,DILLARDS,B&M,KS,NORTH CENTRAL,TENT,,0 
2018 Apr,DILLARDS,B&M,KS,OTHER,DAYPACK,,0 
2018 Apr,DILLARDS,B&M,KS,OTHER,PANT/CAPRI,,0 
2018 Apr,DILLARDS,B&M,KY,SOUTHEAST,DAYPACK,56.91 ,8 
2018 Apr,DILLARDS,B&M,KY,SOUTHEAST,JACKET/VEST,47.55 ,16 
2018 Apr,DILLARDS,B&M,KY,SOUTHEAST,PANT/CAPRI,54.11 ,136 
2018 Apr,DILLARDS,B&M,KY,SOUTHEAST,TENT,,0 
2018 Apr,DILLARDS,B&M,LA,SOUTH CENTRAL,DAYPACK,35.05 ,26 
2018 Apr,DILLARDS,B&M,LA,SOUTH CENTRAL,JACKET/VEST,49.53 ,18 
2018 Apr,DILLARDS,B&M,LA,SOUTH CENTRAL,PANT/CAPRI,50.65 ,158 
2018 Apr,DILLARDS,B&M,LA,SOUTH CENTRAL,TENT,,0 
2018 Apr,DILLARDS,B&M,MO,NORTH CENTRAL,DAYPACK,35.23 ,24 
2018 Apr,DILLARDS,B&M,MO,NORTH CENTRAL,JACKET/VEST,65.00 ,10 
2018 Apr,DILLARDS,B&M,MO,NORTH CENTRAL,PANT/CAPRI,49.50 ,216 
2018 Apr,DILLARDS,B&M,MO,NORTH CENTRAL,TENT,,0 
2018 Apr,DILLARDS,B&M,MS,SOUTHEAST,DAYPACK,35.00 ,2 
2018 Apr,DILLARDS,B&M,MS,SOUTHEAST,JACKET/VEST,42.00 ,6 
2018 Apr,DILLARDS,B&M,MS,SOUTHEAST,PANT/CAPRI,46.87 ,50 
2018 Apr,DILLARDS,B&M,MS,SOUTHEAST,TENT,187.46 ,2 
2018 Apr,DILLARDS,B&M,MT,NORTHWEST,DAYPACK,,0 
2018 Apr,DILLARDS,B&M,MT,NORTHWEST,JACKET/VEST,65.00 ,4 
2018 Apr,DILLARDS,B&M,MT,NORTHWEST,PANT/CAPRI,60.80 ,44 
2018 Apr,DILLARDS,B&M,NC,OTHER,DAYPACK,,0 
2018 Apr,DILLARDS,B&M,NC,OTHER,PANT/CAPRI,,0 
2018 Apr,DILLARDS,B&M,NC,SOUTHEAST,DAYPACK,42.22 ,30 
2018 Apr,DILLARDS,B&M,NC,SOUTHEAST,JACKET/VEST,65.00 ,8 
2018 Apr,DILLARDS,B&M,NC,SOUTHEAST,PANT/CAPRI,54.53 ,54 
2018 Apr,DILLARDS,B&M,NC,SOUTHEAST,TENT,,0 
2018 Apr,DILLARDS,B&M,NE,NORTH CENTRAL,DAYPACK,30.92 ,12 
2018 Apr,DILLARDS,B&M,NE,NORTH CENTRAL,JACKET/VEST,65.00 ,4 
2018 Apr,DILLARDS,B&M,NE,NORTH CENTRAL,PANT/CAPRI,43.04 ,98 
2018 Apr,DILLARDS,B&M,NE,NORTH CENTRAL,TENT,,0 
2018 Apr,DILLARDS,B&M,NM,WEST,DAYPACK,55.93 ,20 
2018 Apr,DILLARDS,B&M,NM,WEST,JACKET/VEST,56.43 ,28 
2018 Apr,DILLARDS,B&M,NM,WEST,PANT/CAPRI,58.05 ,222 
2018 Apr,DILLARDS,B&M,NM,WEST,TENT,249.95 ,2 
2018 Apr,DILLARDS,B&M,NV,WEST,DAYPACK,71.00 ,8 
2018 Apr,DILLARDS,B&M,NV,WEST,JACKET/VEST,59.25 ,8 
2018 Apr,DILLARDS,B&M,NV,WEST,PANT/CAPRI,63.27 ,136 
2018 Apr,DILLARDS,B&M,NV,WEST,TENT,,0 
